year,country_name,hdi_category,indicator_name,reference,values
,Equatorial Guinea,MEDIUM HUMAN DEVELOPMENT,GDP per unit of energy use (% change) 1990-2004,e,..
,Solomon Islands,MEDIUM HUMAN DEVELOPMENT,GDP per unit of energy use (% change) 1990-2004,e,..
,Lao People's Democratic Republic,MEDIUM HUMAN DEVELOPMENT,GDP per unit of energy use (% change) 1990-2004,e,..
,Cambodia,MEDIUM HUMAN DEVELOPMENT,GDP per unit of energy use (% change) 1990-2004,e,..
,Bhutan,MEDIUM HUMAN DEVELOPMENT,GDP per unit of energy use (% change) 1990-2004,e,..
,Comoros,MEDIUM HUMAN DEVELOPMENT,GDP per unit of energy use (% change) 1990-2004,e,..
,Mauritania,MEDIUM HUMAN DEVELOPMENT,GDP per unit of energy use (% change) 1990-2004,e,..
,Lesotho,MEDIUM HUMAN DEVELOPMENT,GDP per unit of energy use (% change) 1990-2004,i,..
,Swaziland,MEDIUM HUMAN DEVELOPMENT,GDP per unit of energy use (% change) 1990-2004,i,..
,Papua New Guinea,MEDIUM HUMAN DEVELOPMENT,GDP per unit of energy use (% change) 1990-2004,e,..
,Djibouti,MEDIUM HUMAN DEVELOPMENT,GDP per unit of energy use (% change) 1990-2004,e,..
,Timor-Leste,MEDIUM HUMAN DEVELOPMENT,GDP per unit of energy use (% change) 1990-2004,e,..
,Uganda,MEDIUM HUMAN DEVELOPMENT,GDP per unit of energy use (% change) 1990-2004,e,..
,Gambia,MEDIUM HUMAN DEVELOPMENT,GDP per unit of energy use (% change) 1990-2004,e,..
,Guinea,LOW HUMAN DEVELOPMENT,GDP per unit of energy use (% change) 1990-2004,e,..
,Rwanda,LOW HUMAN DEVELOPMENT,GDP per unit of energy use (% change) 1990-2004,e,..
,Malawi,LOW HUMAN DEVELOPMENT,GDP per unit of energy use (% change) 1990-2004,e,..
,Burundi,,GDP per unit of energy use (% change) 1990-2004,e,..
,Chad,,GDP per unit of energy use (% change) 1990-2004,e,..
,Central African Republic,,GDP per unit of energy use (% change) 1990-2004,e,..
,Mali,,GDP per unit of energy use (% change) 1990-2004,e,..
,Niger,,GDP per unit of energy use (% change) 1990-2004,e,..
,Guinea-Bissau,,GDP per unit of energy use (% change) 1990-2004,e,..
,Burkina Faso,,GDP per unit of energy use (% change) 1990-2004,e,..
,Switzerland,HIGH HUMAN DEVELOPMENT,Forest area % of total land area (%) 2005,b,30.9
,France,HIGH HUMAN DEVELOPMENT,Forest area % of total land area (%) 2005,c,28.3
,Italy,HIGH HUMAN DEVELOPMENT,Forest area % of total land area (%) 2005,d,33.9
,Bahamas,HIGH HUMAN DEVELOPMENT,Forest area % of total land area (%) 2005,e,51.5
,Seychelles,HIGH HUMAN DEVELOPMENT,Forest area % of total land area (%) 2005,e,88.9
,Saint Kitts and Nevis,HIGH HUMAN DEVELOPMENT,Forest area % of total land area (%) 2005,e,14.7
,Tonga,HIGH HUMAN DEVELOPMENT,Forest area % of total land area (%) 2005,e,5.0
,Antigua and Barbuda,HIGH HUMAN DEVELOPMENT,Forest area % of total land area (%) 2005,e,21.4
,Colombia,MEDIUM HUMAN DEVELOPMENT,Forest area % of total land area (%) 2005,e,58.5
,Samoa,MEDIUM HUMAN DEVELOPMENT,Forest area % of total land area (%) 2005,e,60.4
,Thailand,MEDIUM HUMAN DEVELOPMENT,Forest area % of total land area (%) 2005,e,28.4
,Belize,MEDIUM HUMAN DEVELOPMENT,Forest area % of total land area (%) 2005,e,72.5
,Fiji,MEDIUM HUMAN DEVELOPMENT,Forest area % of total land area (%) 2005,e,54.7
,Indonesia,MEDIUM HUMAN DEVELOPMENT,Forest area % of total land area (%) 2005,e,48.8
,Egypt,MEDIUM HUMAN DEVELOPMENT,Forest area % of total land area (%) 2005,e,0.1
,Vanuatu,MEDIUM HUMAN DEVELOPMENT,Forest area % of total land area (%) 2005,e,36.1
,South Africa,MEDIUM HUMAN DEVELOPMENT,Forest area % of total land area (%) 2005,h,7.6
,Sao Tome and Principe,MEDIUM HUMAN DEVELOPMENT,Forest area % of total land area (%) 2005,e,28.4
,Botswana,MEDIUM HUMAN DEVELOPMENT,Forest area % of total land area (%) 2005,i,21.1
,Namibia,MEDIUM HUMAN DEVELOPMENT,Forest area % of total land area (%) 2005,i,9.3
,Equatorial Guinea,MEDIUM HUMAN DEVELOPMENT,Forest area % of total land area (%) 2005,e,58.2
,Solomon Islands,MEDIUM HUMAN DEVELOPMENT,Forest area % of total land area (%) 2005,e,77.6
,Lao People's Democratic Republic,MEDIUM HUMAN DEVELOPMENT,Forest area % of total land area (%) 2005,e,69.9
,Cambodia,MEDIUM HUMAN DEVELOPMENT,Forest area % of total land area (%) 2005,e,59.2
,Bhutan,MEDIUM HUMAN DEVELOPMENT,Forest area % of total land area (%) 2005,e,68.0
,Comoros,MEDIUM HUMAN DEVELOPMENT,Forest area % of total land area (%) 2005,e,2.9
,Mauritania,MEDIUM HUMAN DEVELOPMENT,Forest area % of total land area (%) 2005,e,0.3
,Lesotho,MEDIUM HUMAN DEVELOPMENT,Forest area % of total land area (%) 2005,i,0.3
,Swaziland,MEDIUM HUMAN DEVELOPMENT,Forest area % of total land area (%) 2005,i,31.5
,Papua New Guinea,MEDIUM HUMAN DEVELOPMENT,Forest area % of total land area (%) 2005,e,65.0
,Djibouti,MEDIUM HUMAN DEVELOPMENT,Forest area % of total land area (%) 2005,e,0.2
,Timor-Leste,MEDIUM HUMAN DEVELOPMENT,Forest area % of total land area (%) 2005,e,53.7
,Uganda,MEDIUM HUMAN DEVELOPMENT,Forest area % of total land area (%) 2005,e,18.4
,Gambia,MEDIUM HUMAN DEVELOPMENT,Forest area % of total land area (%) 2005,e,41.7
,Guinea,LOW HUMAN DEVELOPMENT,Forest area % of total land area (%) 2005,e,27.4
,Rwanda,LOW HUMAN DEVELOPMENT,Forest area % of total land area (%) 2005,e,19.5
,Malawi,LOW HUMAN DEVELOPMENT,Forest area % of total land area (%) 2005,e,36.2
,Burundi,,Forest area % of total land area (%) 2005,e,5.9
,Chad,,Forest area % of total land area (%) 2005,e,9.5
,Central African Republic,,Forest area % of total land area (%) 2005,e,36.5
,Mali,,Forest area % of total land area (%) 2005,e,10.3
,Niger,,Forest area % of total land area (%) 2005,e,1.0
,Guinea-Bissau,,Forest area % of total land area (%) 2005,e,73.7
,Burkina Faso,,Forest area % of total land area (%) 2005,e,29.0
,Switzerland,HIGH HUMAN DEVELOPMENT,Forest area Total (thousand sq km) 2005,b,12.2
,France,HIGH HUMAN DEVELOPMENT,Forest area Total (thousand sq km) 2005,c,155.5
,Italy,HIGH HUMAN DEVELOPMENT,Forest area Total (thousand sq km) 2005,d,99.8
,Bahamas,HIGH HUMAN DEVELOPMENT,Forest area Total (thousand sq km) 2005,e,5.2
,Seychelles,HIGH HUMAN DEVELOPMENT,Forest area Total (thousand sq km) 2005,e,0.4
,Saint Kitts and Nevis,HIGH HUMAN DEVELOPMENT,Forest area Total (thousand sq km) 2005,e,0.1
,Tonga,HIGH HUMAN DEVELOPMENT,Forest area Total (thousand sq km) 2005,e,(.)
,Antigua and Barbuda,HIGH HUMAN DEVELOPMENT,Forest area Total (thousand sq km) 2005,e,0.1
,Colombia,MEDIUM HUMAN DEVELOPMENT,Forest area Total (thousand sq km) 2005,e,607.3
,Samoa,MEDIUM HUMAN DEVELOPMENT,Forest area Total (thousand sq km) 2005,e,1.7
,Thailand,MEDIUM HUMAN DEVELOPMENT,Forest area Total (thousand sq km) 2005,e,145.2
,Belize,MEDIUM HUMAN DEVELOPMENT,Forest area Total (thousand sq km) 2005,e,16.5
,Fiji,MEDIUM HUMAN DEVELOPMENT,Forest area Total (thousand sq km) 2005,e,10.0
,Indonesia,MEDIUM HUMAN DEVELOPMENT,Forest area Total (thousand sq km) 2005,e,885.0
,Egypt,MEDIUM HUMAN DEVELOPMENT,Forest area Total (thousand sq km) 2005,e,0.7
,Vanuatu,MEDIUM HUMAN DEVELOPMENT,Forest area Total (thousand sq km) 2005,e,4.4
,South Africa,MEDIUM HUMAN DEVELOPMENT,Forest area Total (thousand sq km) 2005,h,92.0
,Sao Tome and Principe,MEDIUM HUMAN DEVELOPMENT,Forest area Total (thousand sq km) 2005,e,0.3
,Botswana,MEDIUM HUMAN DEVELOPMENT,Forest area Total (thousand sq km) 2005,i,119.4
,Namibia,MEDIUM HUMAN DEVELOPMENT,Forest area Total (thousand sq km) 2005,i,76.6
,Equatorial Guinea,MEDIUM HUMAN DEVELOPMENT,Forest area Total (thousand sq km) 2005,e,16.3
,Solomon Islands,MEDIUM HUMAN DEVELOPMENT,Forest area Total (thousand sq km) 2005,e,21.7
,Lao People's Democratic Republic,MEDIUM HUMAN DEVELOPMENT,Forest area Total (thousand sq km) 2005,e,161.4
,Cambodia,MEDIUM HUMAN DEVELOPMENT,Forest area Total (thousand sq km) 2005,e,104.5
,Bhutan,MEDIUM HUMAN DEVELOPMENT,Forest area Total (thousand sq km) 2005,e,32.0
,Comoros,MEDIUM HUMAN DEVELOPMENT,Forest area Total (thousand sq km) 2005,e,0.1
,Mauritania,MEDIUM HUMAN DEVELOPMENT,Forest area Total (thousand sq km) 2005,e,2.7
,Lesotho,MEDIUM HUMAN DEVELOPMENT,Forest area Total (thousand sq km) 2005,i,0.1
,Swaziland,MEDIUM HUMAN DEVELOPMENT,Forest area Total (thousand sq km) 2005,i,5.4
,Papua New Guinea,MEDIUM HUMAN DEVELOPMENT,Forest area Total (thousand sq km) 2005,e,294.4
,Djibouti,MEDIUM HUMAN DEVELOPMENT,Forest area Total (thousand sq km) 2005,e,0.1
,Timor-Leste,MEDIUM HUMAN DEVELOPMENT,Forest area Total (thousand sq km) 2005,e,8.0
,Uganda,MEDIUM HUMAN DEVELOPMENT,Forest area Total (thousand sq km) 2005,e,36.3
,Gambia,MEDIUM HUMAN DEVELOPMENT,Forest area Total (thousand sq km) 2005,e,4.7
,Guinea,LOW HUMAN DEVELOPMENT,Forest area Total (thousand sq km) 2005,e,67.2
,Rwanda,LOW HUMAN DEVELOPMENT,Forest area Total (thousand sq km) 2005,e,4.8
,Malawi,LOW HUMAN DEVELOPMENT,Forest area Total (thousand sq km) 2005,e,34.0
,Burundi,,Forest area Total (thousand sq km) 2005,e,1.5
,Chad,,Forest area Total (thousand sq km) 2005,e,119.2
,Central African Republic,,Forest area Total (thousand sq km) 2005,e,227.6
,Mali,,Forest area Total (thousand sq km) 2005,e,125.7
,Niger,,Forest area Total (thousand sq km) 2005,e,12.7
,Guinea-Bissau,,Forest area Total (thousand sq km) 2005,e,20.7
,Burkina Faso,,Forest area Total (thousand sq km) 2005,e,67.9
,Switzerland,HIGH HUMAN DEVELOPMENT,Forest area Total change (thousand sq km) 1990-2005,b,0.7
,France,HIGH HUMAN DEVELOPMENT,Forest area Total change (thousand sq km) 1990-2005,c,10.2
,Italy,HIGH HUMAN DEVELOPMENT,Forest area Total change (thousand sq km) 1990-2005,d,16.0
,Bahamas,HIGH HUMAN DEVELOPMENT,Forest area Total change (thousand sq km) 1990-2005,e,..
,Seychelles,HIGH HUMAN DEVELOPMENT,Forest area Total change (thousand sq km) 1990-2005,e,0.0
,Saint Kitts and Nevis,HIGH HUMAN DEVELOPMENT,Forest area Total change (thousand sq km) 1990-2005,e,0.0
,Tonga,HIGH HUMAN DEVELOPMENT,Forest area Total change (thousand sq km) 1990-2005,e,0.0
,Antigua and Barbuda,HIGH HUMAN DEVELOPMENT,Forest area Total change (thousand sq km) 1990-2005,e,..
,Colombia,MEDIUM HUMAN DEVELOPMENT,Forest area Total change (thousand sq km) 1990-2005,e,-7.1
,Samoa,MEDIUM HUMAN DEVELOPMENT,Forest area Total change (thousand sq km) 1990-2005,e,0.4
,Thailand,MEDIUM HUMAN DEVELOPMENT,Forest area Total change (thousand sq km) 1990-2005,e,-14.5
,Belize,MEDIUM HUMAN DEVELOPMENT,Forest area Total change (thousand sq km) 1990-2005,e,..
,Fiji,MEDIUM HUMAN DEVELOPMENT,Forest area Total change (thousand sq km) 1990-2005,e,0.2
,Indonesia,MEDIUM HUMAN DEVELOPMENT,Forest area Total change (thousand sq km) 1990-2005,e,-280.7
,Egypt,MEDIUM HUMAN DEVELOPMENT,Forest area Total change (thousand sq km) 1990-2005,e,0.2
,Vanuatu,MEDIUM HUMAN DEVELOPMENT,Forest area Total change (thousand sq km) 1990-2005,e,0.0
,South Africa,MEDIUM HUMAN DEVELOPMENT,Forest area Total change (thousand sq km) 1990-2005,h,0.0
,Sao Tome and Principe,MEDIUM HUMAN DEVELOPMENT,Forest area Total change (thousand sq km) 1990-2005,e,0.0
,Botswana,MEDIUM HUMAN DEVELOPMENT,Forest area Total change (thousand sq km) 1990-2005,i,-17.8
,Namibia,MEDIUM HUMAN DEVELOPMENT,Forest area Total change (thousand sq km) 1990-2005,i,-11.0
,Equatorial Guinea,MEDIUM HUMAN DEVELOPMENT,Forest area Total change (thousand sq km) 1990-2005,e,-2.3
,Solomon Islands,MEDIUM HUMAN DEVELOPMENT,Forest area Total change (thousand sq km) 1990-2005,e,-6.0
,Lao People's Democratic Republic,MEDIUM HUMAN DEVELOPMENT,Forest area Total change (thousand sq km) 1990-2005,e,-11.7
,Cambodia,MEDIUM HUMAN DEVELOPMENT,Forest area Total change (thousand sq km) 1990-2005,e,-25.0
,Bhutan,MEDIUM HUMAN DEVELOPMENT,Forest area Total change (thousand sq km) 1990-2005,e,1.6
,Comoros,MEDIUM HUMAN DEVELOPMENT,Forest area Total change (thousand sq km) 1990-2005,e,-0.1
,Mauritania,MEDIUM HUMAN DEVELOPMENT,Forest area Total change (thousand sq km) 1990-2005,e,-1.5
,Lesotho,MEDIUM HUMAN DEVELOPMENT,Forest area Total change (thousand sq km) 1990-2005,i,(.)
,Swaziland,MEDIUM HUMAN DEVELOPMENT,Forest area Total change (thousand sq km) 1990-2005,i,0.7
,Papua New Guinea,MEDIUM HUMAN DEVELOPMENT,Forest area Total change (thousand sq km) 1990-2005,e,-20.9
,Djibouti,MEDIUM HUMAN DEVELOPMENT,Forest area Total change (thousand sq km) 1990-2005,e,..
,Timor-Leste,MEDIUM HUMAN DEVELOPMENT,Forest area Total change (thousand sq km) 1990-2005,e,-1.7
,Uganda,MEDIUM HUMAN DEVELOPMENT,Forest area Total change (thousand sq km) 1990-2005,e,-13.0
,Gambia,MEDIUM HUMAN DEVELOPMENT,Forest area Total change (thousand sq km) 1990-2005,e,0.3
,Guinea,LOW HUMAN DEVELOPMENT,Forest area Total change (thousand sq km) 1990-2005,e,-6.8
,Rwanda,LOW HUMAN DEVELOPMENT,Forest area Total change (thousand sq km) 1990-2005,e,1.6
,Malawi,LOW HUMAN DEVELOPMENT,Forest area Total change (thousand sq km) 1990-2005,e,-4.9
,Burundi,,Forest area Total change (thousand sq km) 1990-2005,e,-1.4
,Chad,,Forest area Total change (thousand sq km) 1990-2005,e,-11.9
,Central African Republic,,Forest area Total change (thousand sq km) 1990-2005,e,-4.5
,Mali,,Forest area Total change (thousand sq km) 1990-2005,e,-15.0
,Niger,,Forest area Total change (thousand sq km) 1990-2005,e,-6.8
,Guinea-Bissau,,Forest area Total change (thousand sq km) 1990-2005,e,-1.4
,Burkina Faso,,Forest area Total change (thousand sq km) 1990-2005,e,-3.6
,Switzerland,HIGH HUMAN DEVELOPMENT,Forest area Average annual change (%) 1990-2005,b,0.4
,France,HIGH HUMAN DEVELOPMENT,Forest area Average annual change (%) 1990-2005,c,0.5
,Italy,HIGH HUMAN DEVELOPMENT,Forest area Average annual change (%) 1990-2005,d,1.3
,Bahamas,HIGH HUMAN DEVELOPMENT,Forest area Average annual change (%) 1990-2005,e,..
,Seychelles,HIGH HUMAN DEVELOPMENT,Forest area Average annual change (%) 1990-2005,e,0.0
,Saint Kitts and Nevis,HIGH HUMAN DEVELOPMENT,Forest area Average annual change (%) 1990-2005,e,0.0
,Tonga,HIGH HUMAN DEVELOPMENT,Forest area Average annual change (%) 1990-2005,e,0.0
,Antigua and Barbuda,HIGH HUMAN DEVELOPMENT,Forest area Average annual change (%) 1990-2005,e,..
,Colombia,MEDIUM HUMAN DEVELOPMENT,Forest area Average annual change (%) 1990-2005,e,-0.1
,Samoa,MEDIUM HUMAN DEVELOPMENT,Forest area Average annual change (%) 1990-2005,e,2.1
,Thailand,MEDIUM HUMAN DEVELOPMENT,Forest area Average annual change (%) 1990-2005,e,-0.6
,Belize,MEDIUM HUMAN DEVELOPMENT,Forest area Average annual change (%) 1990-2005,e,..
,Fiji,MEDIUM HUMAN DEVELOPMENT,Forest area Average annual change (%) 1990-2005,e,0.1
,Indonesia,MEDIUM HUMAN DEVELOPMENT,Forest area Average annual change (%) 1990-2005,e,-1.6
,Egypt,MEDIUM HUMAN DEVELOPMENT,Forest area Average annual change (%) 1990-2005,e,3.5
,Vanuatu,MEDIUM HUMAN DEVELOPMENT,Forest area Average annual change (%) 1990-2005,e,0.0
,South Africa,MEDIUM HUMAN DEVELOPMENT,Forest area Average annual change (%) 1990-2005,h,0.0
,Sao Tome and Principe,MEDIUM HUMAN DEVELOPMENT,Forest area Average annual change (%) 1990-2005,e,0.0
,Botswana,MEDIUM HUMAN DEVELOPMENT,Forest area Average annual change (%) 1990-2005,i,-0.9
,Namibia,MEDIUM HUMAN DEVELOPMENT,Forest area Average annual change (%) 1990-2005,i,-0.8
,Equatorial Guinea,MEDIUM HUMAN DEVELOPMENT,Forest area Average annual change (%) 1990-2005,e,-0.8
,Solomon Islands,MEDIUM HUMAN DEVELOPMENT,Forest area Average annual change (%) 1990-2005,e,-1.4
,Lao People's Democratic Republic,MEDIUM HUMAN DEVELOPMENT,Forest area Average annual change (%) 1990-2005,e,-0.5
,Cambodia,MEDIUM HUMAN DEVELOPMENT,Forest area Average annual change (%) 1990-2005,e,-1.3
,Bhutan,MEDIUM HUMAN DEVELOPMENT,Forest area Average annual change (%) 1990-2005,e,0.4
,Comoros,MEDIUM HUMAN DEVELOPMENT,Forest area Average annual change (%) 1990-2005,e,-3.9
,Mauritania,MEDIUM HUMAN DEVELOPMENT,Forest area Average annual change (%) 1990-2005,e,-2.4
,Lesotho,MEDIUM HUMAN DEVELOPMENT,Forest area Average annual change (%) 1990-2005,i,4.0
,Swaziland,MEDIUM HUMAN DEVELOPMENT,Forest area Average annual change (%) 1990-2005,i,1.0
,Papua New Guinea,MEDIUM HUMAN DEVELOPMENT,Forest area Average annual change (%) 1990-2005,e,-0.4
,Djibouti,MEDIUM HUMAN DEVELOPMENT,Forest area Average annual change (%) 1990-2005,e,..
,Timor-Leste,MEDIUM HUMAN DEVELOPMENT,Forest area Average annual change (%) 1990-2005,e,-1.2
,Uganda,MEDIUM HUMAN DEVELOPMENT,Forest area Average annual change (%) 1990-2005,e,-1.8
,Gambia,MEDIUM HUMAN DEVELOPMENT,Forest area Average annual change (%) 1990-2005,e,0.4
,Guinea,LOW HUMAN DEVELOPMENT,Forest area Average annual change (%) 1990-2005,e,-0.6
,Rwanda,LOW HUMAN DEVELOPMENT,Forest area Average annual change (%) 1990-2005,e,3.4
,Malawi,LOW HUMAN DEVELOPMENT,Forest area Average annual change (%) 1990-2005,e,-0.8
,Burundi,,Forest area Average annual change (%) 1990-2005,e,-3.2
,Chad,,Forest area Average annual change (%) 1990-2005,e,-0.6
,Central African Republic,,Forest area Average annual change (%) 1990-2005,e,-0.1
,Mali,,Forest area Average annual change (%) 1990-2005,e,-0.7
,Niger,,Forest area Average annual change (%) 1990-2005,e,-2.3
,Guinea-Bissau,,Forest area Average annual change (%) 1990-2005,e,-0.4
,Burkina Faso,,Forest area Average annual change (%) 1990-2005,e,-0.3
,Turkmenistan,MEDIUM HUMAN DEVELOPMENT,HDI rank,g,109
,Turkmenistan,MEDIUM HUMAN DEVELOPMENT,Electricity consumption per capita (kilowatt-hours) 2004,g,"2,060"
,Turkmenistan,MEDIUM HUMAN DEVELOPMENT,Electricity consumption per capita (% change) 1990-2004,g,..
,Turkmenistan,MEDIUM HUMAN DEVELOPMENT,Electrification rate (%) 2000-05a,g,..
,Turkmenistan,MEDIUM HUMAN DEVELOPMENT,Population without  electricity (millions) 2005,g,..
,Turkmenistan,MEDIUM HUMAN DEVELOPMENT,GDP per unit of energy use (2000 PPP US$ per kg of oil equivalent) 2004,g,1.3
,Turkmenistan,MEDIUM HUMAN DEVELOPMENT,GDP per unit of energy use (% change) 1990-2004,g,-21.3
,Turkmenistan,MEDIUM HUMAN DEVELOPMENT,Forest area % of total land area (%) 2005,g,8.8
,Turkmenistan,MEDIUM HUMAN DEVELOPMENT,Forest area Total (thousand sq km) 2005,g,41.3
,Turkmenistan,MEDIUM HUMAN DEVELOPMENT,Forest area Total change (thousand sq km) 1990-2005,g,0.0
,Turkmenistan,MEDIUM HUMAN DEVELOPMENT,Forest area Average annual change (%) 1990-2005,g,0.0
,Lebanon,MEDIUM HUMAN DEVELOPMENT,HDI rank,f,88
,Guyana,MEDIUM HUMAN DEVELOPMENT,HDI rank,f,97
,Occupied Palestinian Territories,MEDIUM HUMAN DEVELOPMENT,HDI rank,f,106
,Lebanon,MEDIUM HUMAN DEVELOPMENT,Electricity consumption per capita (kilowatt-hours) 2004,f,"2,691"
,Guyana,MEDIUM HUMAN DEVELOPMENT,Electricity consumption per capita (kilowatt-hours) 2004,f,"1,090"
,Occupied Palestinian Territories,MEDIUM HUMAN DEVELOPMENT,Electricity consumption per capita (kilowatt-hours) 2004,f,513
,Lebanon,MEDIUM HUMAN DEVELOPMENT,Electricity consumption per capita (% change) 1990-2004,f,374.6
,Guyana,MEDIUM HUMAN DEVELOPMENT,Electricity consumption per capita (% change) 1990-2004,f,155.3
,Occupied Palestinian Territories,MEDIUM HUMAN DEVELOPMENT,Electricity consumption per capita (% change) 1990-2004,f,..
,Lebanon,MEDIUM HUMAN DEVELOPMENT,Electrification rate (%) 2000-05a,f,100
,Guyana,MEDIUM HUMAN DEVELOPMENT,Electrification rate (%) 2000-05a,f,..
,Occupied Palestinian Territories,MEDIUM HUMAN DEVELOPMENT,Electrification rate (%) 2000-05a,f,..
,Lebanon,MEDIUM HUMAN DEVELOPMENT,Population without  electricity (millions) 2005,f,0.0
,Guyana,MEDIUM HUMAN DEVELOPMENT,Population without  electricity (millions) 2005,f,..
,Occupied Palestinian Territories,MEDIUM HUMAN DEVELOPMENT,Population without  electricity (millions) 2005,f,..
,Lebanon,MEDIUM HUMAN DEVELOPMENT,GDP per unit of energy use (2000 PPP US$ per kg of oil equivalent) 2004,f,3.5
,Guyana,MEDIUM HUMAN DEVELOPMENT,GDP per unit of energy use (2000 PPP US$ per kg of oil equivalent) 2004,f,..
,Occupied Palestinian Territories,MEDIUM HUMAN DEVELOPMENT,GDP per unit of energy use (2000 PPP US$ per kg of oil equivalent) 2004,f,..
,Lebanon,MEDIUM HUMAN DEVELOPMENT,GDP per unit of energy use (% change) 1990-2004,f,29.9
,Guyana,MEDIUM HUMAN DEVELOPMENT,GDP per unit of energy use (% change) 1990-2004,f,..
,Occupied Palestinian Territories,MEDIUM HUMAN DEVELOPMENT,GDP per unit of energy use (% change) 1990-2004,f,..
,Lebanon,MEDIUM HUMAN DEVELOPMENT,Forest area % of total land area (%) 2005,f,13.3
,Guyana,MEDIUM HUMAN DEVELOPMENT,Forest area % of total land area (%) 2005,f,76.7
,Occupied Palestinian Territories,MEDIUM HUMAN DEVELOPMENT,Forest area % of total land area (%) 2005,f,1.5
,Lebanon,MEDIUM HUMAN DEVELOPMENT,Forest area Total (thousand sq km) 2005,f,1.4
,Guyana,MEDIUM HUMAN DEVELOPMENT,Forest area Total (thousand sq km) 2005,f,151.0
,Occupied Palestinian Territories,MEDIUM HUMAN DEVELOPMENT,Forest area Total (thousand sq km) 2005,f,0.1
,Lebanon,MEDIUM HUMAN DEVELOPMENT,Forest area Total change (thousand sq km) 1990-2005,f,0.2
,Guyana,MEDIUM HUMAN DEVELOPMENT,Forest area Total change (thousand sq km) 1990-2005,f,..
,Occupied Palestinian Territories,MEDIUM HUMAN DEVELOPMENT,Forest area Total change (thousand sq km) 1990-2005,f,0.0
,Lebanon,MEDIUM HUMAN DEVELOPMENT,Forest area Average annual change (%) 1990-2005,f,0.8
,Guyana,MEDIUM HUMAN DEVELOPMENT,Forest area Average annual change (%) 1990-2005,f,..
,Occupied Palestinian Territories,MEDIUM HUMAN DEVELOPMENT,Forest area Average annual change (%) 1990-2005,f,0.0
